0.000000000000000000e+00,-5.644461512565612793e-01,8.296577930450439453e-01
0.000000000000000000e+00,4.703717827796936035e-01,8.863870501518249512e-01
0.000000000000000000e+00,-5.562657713890075684e-01,8.871091604232788086e-01
0.000000000000000000e+00,3.067642152309417725e-01,1.046689867973327637e+00
0.000000000000000000e+00,7.444145083427429199e-01,8.559132814407348633e-01
0.000000000000000000e+00,3.190347850322723389e-01,1.088557481765747070e+00
0.000000000000000000e+00,-4.499208629131317139e-01,1.367640972137451172e+00
0.000000000000000000e+00,-1.124802112579345703e+00,8.987162709236145020e-01
0.000000000000000000e+00,2.590453386306762695e+00,7.874296188354492188e+00
0.000000000000000000e+00,2.604087352752685547e+00,7.915739536285400391e+00
0.000000000000000000e+00,2.380490303039550781e+00,8.122313499450683594e+00
0.000000000000000000e+00,2.658623218536376953e+00,8.081515312194824219e+00
0.000000000000000000e+00,2.672257184982299805e+00,8.122958183288574219e+00
0.000000000000000000e+00,-1.908755116164684296e-02,3.923172131180763245e-02
0.000000000000000000e+00,-3.681170567870140076e-02,2.341710403561592102e-02
0.000000000000000000e+00,-7.635020464658737183e-02,4.224329441785812378e-02
0.000000000000000000e+00,-1.267958730459213257e-01,3.246488049626350403e-02
0.000000000000000000e+00,-1.636075787246227264e-02,4.044487699866294861e-02
0.000000000000000000e+00,-3.408491238951683044e-02,2.723382413387298584e-02
0.000000000000000000e+00,-1.636075787246227264e-02,4.044487699866294861e-02
0.000000000000000000e+00,-3.408491238951683044e-02,2.723382413387298584e-02
0.000000000000000000e+00,-7.362341135740280151e-02,4.683420807123184204e-02
0.000000000000000000e+00,-5.330880284309387207e-01,8.501462936401367188e-01
0.000000000000000000e+00,5.644461512565612793e-01,8.296577930450439453e-01
0.000000000000000000e+00,-5.562657713890075684e-01,8.871091604232788086e-01
0.000000000000000000e+00,3.067642152309417725e-01,1.046689867973327637e+00
0.000000000000000000e+00,7.444145083427429199e-01,8.559132814407348633e-01
0.000000000000000000e+00,3.544830977916717529e-01,1.077535271644592285e+00
0.000000000000000000e+00,-4.049287736415863037e-01,1.381630659103393555e+00
0.000000000000000000e+00,-1.079810023307800293e+00,9.523030519485473633e-01
0.000000000000000000e+00,2.849498748779296875e+00,7.784301280975341797e+00
0.000000000000000000e+00,2.604087352752685547e+00,7.915739536285400391e+00
0.000000000000000000e+00,2.644989252090454102e+00,8.040070533752441406e+00
0.000000000000000000e+00,2.658623218536376953e+00,8.081515312194824219e+00
1.000000000000000000e+00,-1.499736215919256210e-02,4.097000882029533386e-02
1.000000000000000000e+00,-1.772415451705455780e-02,3.986623883247375488e-02
1.000000000000000000e+00,-7.362341135740280151e-02,4.683420807123184204e-02
1.000000000000000000e+00,5.330880284309387207e-01,8.501462936401367188e-01
1.000000000000000000e+00,-5.235442519187927246e-01,9.068052172660827637e-01
1.000000000000000000e+00,3.067642152309417725e-01,1.046689867973327637e+00
1.000000000000000000e+00,7.444145083427429199e-01,8.559132814407348633e-01
1.000000000000000000e+00,3.544830977916717529e-01,1.077535271644592285e+00
1.000000000000000000e+00,-1.047088503837585449e+00,9.234453439712524414e-01
1.000000000000000000e+00,-4.799155890941619873e-01,1.311040282249450684e+00
1.000000000000000000e+00,-4.049287736415863037e-01,1.381630659103393555e+00
1.000000000000000000e+00,-1.124802112579345703e+00,8.987162709236145020e-01
1.000000000000000000e+00,2.909488201141357422e+00,7.948181629180908203e+00
1.000000000000000000e+00,2.924485445022583008e+00,7.989151477813720703e+00
1.000000000000000000e+00,-1.772415451705455780e-02,3.986623883247375488e-02
1.000000000000000000e+00,-3.408491238951683044e-02,2.723382413387298584e-02
1.000000000000000000e+00,-7.635020464658737183e-02,4.224329441785812378e-02
1.000000000000000000e+00,-1.186154931783676147e-01,5.533105507493019104e-02
1.000000000000000000e+00,-1.690611690282821655e-01,4.328649118542671204e-02
1.000000000000000000e+00,5.330880284309387207e-01,8.501462936401367188e-01
1.000000000000000000e+00,-5.889872908592224121e-01,8.657298684120178223e-01
1.000000000000000000e+00,3.067642152309417725e-01,1.046689867973327637e+00
1.000000000000000000e+00,7.444145083427429199e-01,8.559132814407348633e-01
1.000000000000000000e+00,3.544830977916717529e-01,1.077535271644592285e+00
1.000000000000000000e+00,-4.049287736415863037e-01,1.381630659103393555e+00
1.000000000000000000e+00,-1.124802112579345703e+00,8.987162709236145020e-01
1.000000000000000000e+00,2.590453386306762695e+00,7.874296188354492188e+00
1.000000000000000000e+00,2.604087352752685547e+00,7.915739536285400391e+00
1.000000000000000000e+00,2.644989252090454102e+00,8.040070533752441406e+00
1.000000000000000000e+00,3.190347671508789062e+00,7.886750698089599609e+00
1.000000000000000000e+00,2.939482927322387695e+00,8.030121803283691406e+00
1.000000000000000000e+00,-1.908755116164684296e-02,3.923172131180763245e-02
1.000000000000000000e+00,-3.408491238951683044e-02,2.723382413387298584e-02
1.000000000000000000e+00,-7.635020464658737183e-02,4.224329441785812378e-02
1.000000000000000000e+00,-1.186154931783676147e-01,5.533105507493019104e-02
1.000000000000000000e+00,2.331408023834228516e+00,7.954843044281005859e+00
1.000000000000000000e+00,-1.636075787246227264e-02,4.044487699866294861e-02
1.000000000000000000e+00,-3.135811910033226013e-02,3.033365868031978607e-02
1.000000000000000000e+00,-7.089661806821823120e-02,5.086766555905342102e-02
1.000000000000000000e+00,-1.636075787246227264e-02,4.044487699866294861e-02
1.000000000000000000e+00,-3.408491238951683044e-02,2.723382413387298584e-02
1.000000000000000000e+00,-7.362341135740280151e-02,4.683420807123184204e-02
1.000000000000000000e+00,-2.454113662242889404e-01,9.109283983707427979e-02
1.000000000000000000e+00,5.330880284309387207e-01,8.501462936401367188e-01
1.000000000000000000e+00,-5.562657713890075684e-01,8.871091604232788086e-01
1.000000000000000000e+00,3.067642152309417725e-01,1.046689867973327637e+00
1.000000000000000000e+00,7.798628211021423340e-01,8.237442374229431152e-01
1.000000000000000000e+00,3.544830977916717529e-01,1.077535271644592285e+00
1.000000000000000000e+00,-1.047088503837585449e+00,9.234453439712524414e-01
1.000000000000000000e+00,-5.235442519187927246e-01,1.294236063957214355e+00
1.000000000000000000e+00,-4.049287736415863037e-01,1.381630659103393555e+00
1.000000000000000000e+00,-1.079810023307800293e+00,9.523030519485473633e-01
1.000000000000000000e+00,-4.171993434429168701e-01,1.423498272895812988e+00
1.000000000000000000e+00,5.099102854728698730e-01,1.392980337142944336e+00
1.000000000000000000e+00,3.173986911773681641e+00,7.846305847167968750e+00
