# frame,DetObj#,x,y,z,v,snr,noise,realObj
0.000000000000000000e+00,1.000000000000000000e+01,-2.372309863567352295e-01,1.106621101498603821e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.420000000000000000e+02,6.840000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,1.100000000000000000e+01,4.090189561247825623e-02,2.585569024085998535e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.420000000000000000e+02,6.840000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,1.200000000000000000e+01,-7.362341135740280151e-02,7.818577289581298828e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.470000000000000000e+02,7.060000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,1.300000000000000000e+01,-1.295226663351058960e-01,8.187636137008666992e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.870000000000000000e+02,6.820000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,1.400000000000000000e+01,2.072362750768661499e-01,8.026226758956909180e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.870000000000000000e+02,6.820000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,1.500000000000000000e+01,-1.090717241168022156e-01,8.657299280166625977e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.440000000000000000e+02,6.670000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,1.600000000000000000e+01,-1.717879623174667358e-01,8.999533057212829590e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.860000000000000000e+02,6.540000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,1.700000000000000000e+01,3.435759246349334717e-01,8.493424057960510254e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.860000000000000000e+02,6.540000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,1.800000000000000000e+01,6.898786425590515137e-01,6.673405170440673828e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+02,6.630000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,1.900000000000000000e+01,3.299419581890106201e-01,9.013402462005615234e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+02,6.630000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+01,6.585205197334289551e-01,7.571540474891662598e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.400000000000000000e+02,6.840000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,2.100000000000000000e+01,-5.644461512565612793e-01,8.296577930450439453e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.400000000000000000e+02,6.840000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,2.200000000000000000e+01,-6.544303297996520996e-01,8.173831701278686523e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.150000000000000000e+02,7.110000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,2.300000000000000000e+01,5.889872908592224121e-01,8.657298684120178223e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.150000000000000000e+02,7.110000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,2.400000000000000000e+01,3.408491238951683044e-02,1.090184450149536133e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.820000000000000000e+02,7.430000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,2.500000000000000000e+01,-6.476133465766906738e-01,8.776450753211975098e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.820000000000000000e+02,7.430000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,2.600000000000000000e+01,0.000000000000000000e+00,1.134345889091491699e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.400000000000000000e+02,7.800000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,2.700000000000000000e+01,-3.681170567870140076e-02,1.177399277687072754e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.130000000000000000e+02,8.190000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,2.800000000000000000e+01,4.649182260036468506e-01,1.270070314407348633e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.300000000000000000e+02,8.300000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,2.900000000000000000e+01,-9.721017479896545410e-01,9.403433799743652344e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.300000000000000000e+02,8.300000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,3.000000000000000000e+01,-4.799155890941619873e-01,1.311040282249450684e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.440000000000000000e+02,8.250000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,3.100000000000000000e+01,-1.090717196464538574e+00,8.714823722839355469e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.440000000000000000e+02,8.250000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,3.200000000000000000e+01,-4.949129521846771240e-01,1.352010369300842285e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.410000000000000000e+02,8.280000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,3.300000000000000000e+01,4.499208554625511169e-02,1.439043641090393066e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.410000000000000000e+02,8.280000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,3.400000000000000000e+01,-5.099102854728698730e-01,1.392980337142944336e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.220000000000000000e+02,8.320000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,3.500000000000000000e+01,9.271096438169479370e-02,1.480475425720214844e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.220000000000000000e+02,8.320000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,3.600000000000000000e+01,-4.771887958049774170e-01,1.450528383255004883e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.400000000000000000e+01,8.320000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,3.700000000000000000e+01,9.543775767087936401e-02,1.524018764495849609e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.400000000000000000e+01,8.320000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,3.800000000000000000e+01,-1.970108032226562500e+00,3.141845226287841797e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.380000000000000000e+02,7.890000000000000000e+02,1.000000000000000000e+00
0.000000000000000000e+00,3.900000000000000000e+01,-2.110537767410278320e+00,3.102199316024780273e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.380000000000000000e+02,7.810000000000000000e+02,1.000000000000000000e+00
0.000000000000000000e+00,4.000000000000000000e+01,-1.919662356376647949e+00,3.324952840805053711e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.650000000000000000e+02,7.750000000000000000e+02,1.000000000000000000e+00
0.000000000000000000e+00,4.100000000000000000e+01,-2.062819004058837891e+00,3.289696693420410156e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.510000000000000000e+02,7.850000000000000000e+02,1.000000000000000000e+00
0.000000000000000000e+00,4.200000000000000000e+01,-1.963291049003601074e+00,3.400519847869873047e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.120000000000000000e+02,7.950000000000000000e+02,1.000000000000000000e+00
0.000000000000000000e+00,4.300000000000000000e+01,-2.109174489974975586e+00,3.363622665405273438e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.060000000000000000e+02,7.970000000000000000e+02,1.000000000000000000e+00
0.000000000000000000e+00,4.400000000000000000e+01,-2.132352113723754883e+00,3.400585174560546875e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.180000000000000000e+02,7.960000000000000000e+02,1.000000000000000000e+00
0.000000000000000000e+00,4.500000000000000000e+01,-1.772415451705455780e-02,3.986623883247375488e-02,0.000000000000000000e+00,1.217325702309608459e-01,3.960000000000000000e+02,6.730000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,4.600000000000000000e+01,-3.544830903410911560e-02,2.543383277952671051e-02,0.000000000000000000e+00,1.217325702309608459e-01,3.960000000000000000e+02,6.730000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,4.700000000000000000e+01,-7.635020464658737183e-02,4.224329441785812378e-02,0.000000000000000000e+00,1.217325702309608459e-01,4.550000000000000000e+02,6.520000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,4.800000000000000000e+01,-3.272151574492454529e-02,8.088975399732589722e-02,0.000000000000000000e+00,1.217325702309608459e-01,4.550000000000000000e+02,6.520000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,4.900000000000000000e+01,-1.186154931783676147e-01,5.533105507493019104e-02,0.000000000000000000e+00,1.217325702309608459e-01,4.570000000000000000e+02,6.380000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e+01,-5.726265162229537964e-02,1.176951527595520020e-01,0.000000000000000000e+00,1.217325702309608459e-01,4.570000000000000000e+02,6.380000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,5.100000000000000000e+01,-1.690611690282821655e-01,4.328649118542671204e-02,0.000000000000000000e+00,1.217325702309608459e-01,3.720000000000000000e+02,6.300000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,5.200000000000000000e+01,-7.635020464658737183e-02,1.569268852472305298e-01,0.000000000000000000e+00,1.217325702309608459e-01,3.720000000000000000e+02,6.300000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,5.300000000000000000e+01,-1.636075824499130249e-01,1.442883312702178955e-01,0.000000000000000000e+00,1.217325702309608459e-01,1.820000000000000000e+02,6.370000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,5.400000000000000000e+01,1.363396551460027695e-02,2.177169770002365112e-01,0.000000000000000000e+00,1.217325702309608459e-01,1.820000000000000000e+02,6.370000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,5.500000000000000000e+01,-2.372309863567352295e-01,1.106621101498603821e-01,0.000000000000000000e+00,1.217325702309608459e-01,1.190000000000000000e+02,6.540000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,5.600000000000000000e+01,4.090189561247825623e-02,2.585569024085998535e-01,0.000000000000000000e+00,1.217325702309608459e-01,1.190000000000000000e+02,6.540000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,5.700000000000000000e+01,-7.362341135740280151e-02,7.818577289581298828e-01,0.000000000000000000e+00,1.217325702309608459e-01,1.330000000000000000e+02,6.730000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,5.800000000000000000e+01,-1.295226663351058960e-01,8.187636137008666992e-01,0.000000000000000000e+00,1.217325702309608459e-01,1.580000000000000000e+02,6.520000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,5.900000000000000000e+01,1.813317388296127319e-01,8.088688254356384277e-01,0.000000000000000000e+00,1.217325702309608459e-01,1.580000000000000000e+02,6.520000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,6.000000000000000000e+01,-1.363396495580673218e-01,8.618564605712890625e-01,0.000000000000000000e+00,1.217325702309608459e-01,2.210000000000000000e+02,6.380000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,6.100000000000000000e+01,-1.717879623174667358e-01,8.999533057212829590e-01,0.000000000000000000e+00,1.217325702309608459e-01,2.560000000000000000e+02,6.300000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,6.200000000000000000e+01,6.585205197334289551e-01,6.370068192481994629e-01,0.000000000000000000e+00,1.217325702309608459e-01,2.560000000000000000e+02,6.300000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,6.300000000000000000e+01,6.598839163780212402e-01,6.970144510269165039e-01,0.000000000000000000e+00,1.217325702309608459e-01,2.520000000000000000e+02,6.370000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,6.400000000000000000e+01,-2.099630683660507202e-01,9.365850090980529785e-01,0.000000000000000000e+00,1.217325702309608459e-01,2.520000000000000000e+02,6.370000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,6.500000000000000000e+01,6.271623969078063965e-01,7.833255529403686523e-01,0.000000000000000000e+00,1.217325702309608459e-01,2.180000000000000000e+02,6.540000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,6.600000000000000000e+01,-5.958042740821838379e-01,8.074334859848022461e-01,0.000000000000000000e+00,1.217325702309608459e-01,2.180000000000000000e+02,6.540000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,6.700000000000000000e+01,-6.871518492698669434e-01,7.900738716125488281e-01,0.000000000000000000e+00,1.217325702309608459e-01,2.000000000000000000e+02,6.750000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,6.800000000000000000e+01,5.889872908592224121e-01,8.657298684120178223e-01,0.000000000000000000e+00,1.217325702309608459e-01,2.000000000000000000e+02,6.750000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,6.900000000000000000e+01,3.408491238951683044e-02,1.090184450149536133e+00,0.000000000000000000e+00,1.217325702309608459e-01,1.710000000000000000e+02,7.030000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,7.000000000000000000e+01,-7.157831788063049316e-01,8.229935765266418457e-01,0.000000000000000000e+00,1.217325702309608459e-01,1.710000000000000000e+02,7.030000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,7.100000000000000000e+01,0.000000000000000000e+00,1.134345889091491699e+00,0.000000000000000000e+00,1.217325702309608459e-01,1.280000000000000000e+02,7.400000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,7.200000000000000000e+01,-7.362341135740280151e-02,1.175671577453613281e+00,0.000000000000000000e+00,1.217325702309608459e-01,1.050000000000000000e+02,7.760000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,7.300000000000000000e+01,-1.014366984367370605e+00,8.945876955986022949e-01,0.000000000000000000e+00,1.217325702309608459e-01,1.270000000000000000e+02,7.830000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,7.400000000000000000e+01,5.071834921836853027e-01,1.253791213035583496e+00,0.000000000000000000e+00,1.217325702309608459e-01,1.270000000000000000e+02,7.830000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,7.500000000000000000e+01,-1.090717196464538574e+00,8.714823722839355469e-01,0.000000000000000000e+00,1.217325702309608459e-01,1.390000000000000000e+02,7.770000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,7.600000000000000000e+01,-4.799155890941619873e-01,1.311040282249450684e+00,0.000000000000000000e+00,1.217325702309608459e-01,1.390000000000000000e+02,7.770000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,7.700000000000000000e+01,-5.399050116539001465e-01,1.334680914878845215e+00,0.000000000000000000e+00,1.217325702309608459e-01,1.350000000000000000e+02,7.800000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,7.800000000000000000e+01,0.000000000000000000e+00,1.439746737480163574e+00,0.000000000000000000e+00,1.217325702309608459e-01,1.350000000000000000e+02,7.800000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,7.900000000000000000e+01,-5.562657713890075684e-01,1.375125885009765625e+00,0.000000000000000000e+00,1.217325702309608459e-01,1.160000000000000000e+02,7.830000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,8.000000000000000000e+01,4.635548219084739685e-02,1.482650995254516602e+00,0.000000000000000000e+00,1.217325702309608459e-01,1.160000000000000000e+02,7.830000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,8.100000000000000000e+01,-5.249076485633850098e-01,1.433950304985046387e+00,0.000000000000000000e+00,1.217325702309608459e-01,9.200000000000000000e+01,7.830000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,8.200000000000000000e+01,9.543775767087936401e-02,1.524018764495849609e+00,0.000000000000000000e+00,1.217325702309608459e-01,9.200000000000000000e+01,7.830000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,8.300000000000000000e+01,-2.085996627807617188e+00,3.066127061843872070e+00,0.000000000000000000e+00,1.217325702309608459e-01,1.210000000000000000e+02,7.390000000000000000e+02,1.000000000000000000e+00
0.000000000000000000e+00,8.400000000000000000e+01,1.274775743484497070e+00,3.482450723648071289e+00,0.000000000000000000e+00,1.217325702309608459e-01,1.210000000000000000e+02,7.390000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,8.500000000000000000e+01,-2.227789878845214844e+00,3.019099473953247070e+00,0.000000000000000000e+00,1.217325702309608459e-01,1.100000000000000000e+02,7.310000000000000000e+02,1.000000000000000000e+00
0.000000000000000000e+00,8.600000000000000000e+01,1.407025218009948730e+00,3.478259563446044922e+00,0.000000000000000000e+00,1.217325702309608459e-01,1.100000000000000000e+02,7.310000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,8.700000000000000000e+01,-2.039641141891479492e+00,3.252733945846557617e+00,0.000000000000000000e+00,1.217325702309608459e-01,1.690000000000000000e+02,7.240000000000000000e+02,1.000000000000000000e+00
0.000000000000000000e+00,8.800000000000000000e+01,-2.062819004058837891e+00,3.289696693420410156e+00,0.000000000000000000e+00,1.217325702309608459e-01,1.720000000000000000e+02,7.310000000000000000e+02,1.000000000000000000e+00
0.000000000000000000e+00,8.900000000000000000e+01,-2.085996627807617188e+00,3.326659917831420898e+00,0.000000000000000000e+00,1.217325702309608459e-01,1.450000000000000000e+02,7.420000000000000000e+02,1.000000000000000000e+00
0.000000000000000000e+00,9.000000000000000000e+01,-2.233243465423583984e+00,3.282559633255004883e+00,0.000000000000000000e+00,1.217325702309608459e-01,1.400000000000000000e+02,7.440000000000000000e+02,1.000000000000000000e+00
0.000000000000000000e+00,9.100000000000000000e+01,-2.257784605026245117e+00,3.318631172180175781e+00,0.000000000000000000e+00,1.217325702309608459e-01,1.400000000000000000e+02,7.420000000000000000e+02,1.000000000000000000e+00
0.000000000000000000e+00,9.200000000000000000e+01,-1.772415451705455780e-02,3.986623883247375488e-02,0.000000000000000000e+00,2.434651404619216919e-01,2.000000000000000000e+02,6.030000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,9.300000000000000000e+01,-3.681170567870140076e-02,2.341710403561592102e-02,0.000000000000000000e+00,2.434651404619216919e-01,2.000000000000000000e+02,6.030000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,9.400000000000000000e+01,-7.635020464658737183e-02,4.224329441785812378e-02,0.000000000000000000e+00,2.434651404619216919e-01,2.440000000000000000e+02,6.030000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,9.500000000000000000e+01,-3.817510232329368591e-02,7.846344262361526489e-02,0.000000000000000000e+00,2.434651404619216919e-01,2.440000000000000000e+02,6.030000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,9.600000000000000000e+01,-1.186154931783676147e-01,5.533105507493019104e-02,0.000000000000000000e+00,2.434651404619216919e-01,2.320000000000000000e+02,6.010000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,9.700000000000000000e+01,-5.726265162229537964e-02,1.176951527595520020e-01,0.000000000000000000e+00,2.434651404619216919e-01,2.320000000000000000e+02,6.010000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,9.800000000000000000e+01,-2.184161186218261719e+00,3.210415363311767578e+00,0.000000000000000000e+00,2.434651404619216919e-01,1.640000000000000000e+02,6.180000000000000000e+02,1.000000000000000000e+00
0.000000000000000000e+00,9.900000000000000000e+01,-2.208702325820922852e+00,3.246487379074096680e+00,0.000000000000000000e+00,2.434651404619216919e-01,1.460000000000000000e+02,6.190000000000000000e+02,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+02,-2.109174489974975586e+00,3.363622665405273438e+00,0.000000000000000000e+00,2.434651404619216919e-01,1.460000000000000000e+02,6.200000000000000000e+02,1.000000000000000000e+00
0.000000000000000000e+00,1.010000000000000000e+02,-2.383217096328735352e+00,3.229733943939208984e+00,0.000000000000000000e+00,2.434651404619216919e-01,1.240000000000000000e+02,6.250000000000000000e+02,1.000000000000000000e+00
0.000000000000000000e+00,1.020000000000000000e+02,-2.132352113723754883e+00,3.400585174560546875e+00,0.000000000000000000e+00,2.434651404619216919e-01,1.240000000000000000e+02,6.250000000000000000e+02,1.000000000000000000e+00
0.000000000000000000e+00,1.030000000000000000e+02,-1.363396551460027695e-02,4.144366458058357239e-02,0.000000000000000000e+00,-2.434651404619216919e-01,2.150000000000000000e+02,5.890000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,1.040000000000000000e+02,-3.408491238951683044e-02,2.723382413387298584e-02,0.000000000000000000e+00,-2.434651404619216919e-01,2.150000000000000000e+02,5.890000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,1.050000000000000000e+02,-7.089661806821823120e-02,5.086766555905342102e-02,0.000000000000000000e+00,-2.434651404619216919e-01,2.520000000000000000e+02,5.910000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,1.060000000000000000e+02,-3.272151574492454529e-02,8.088975399732589722e-02,0.000000000000000000e+00,-2.434651404619216919e-01,2.520000000000000000e+02,5.910000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,1.070000000000000000e+02,-1.145253032445907593e-01,6.336494535207748413e-02,0.000000000000000000e+00,-2.434651404619216919e-01,2.380000000000000000e+02,5.920000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,1.080000000000000000e+02,-1.063449233770370483e-01,7.630149275064468384e-02,0.000000000000000000e+00,-2.434651404619216919e-01,2.380000000000000000e+02,5.920000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,1.090000000000000000e+02,-1.636075787246227264e-02,4.044487699866294861e-02,0.000000000000000000e+00,-1.217325702309608459e-01,4.090000000000000000e+02,6.600000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,1.100000000000000000e+02,-3.408491238951683044e-02,2.723382413387298584e-02,0.000000000000000000e+00,-1.217325702309608459e-01,4.090000000000000000e+02,6.600000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,1.110000000000000000e+02,-7.089661806821823120e-02,5.086766555905342102e-02,0.000000000000000000e+00,-1.217325702309608459e-01,4.660000000000000000e+02,6.400000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,1.120000000000000000e+02,-3.272151574492454529e-02,8.088975399732589722e-02,0.000000000000000000e+00,-1.217325702309608459e-01,4.660000000000000000e+02,6.400000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,1.130000000000000000e+02,-1.145253032445907593e-01,6.336494535207748413e-02,0.000000000000000000e+00,-1.217325702309608459e-01,4.640000000000000000e+02,6.310000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,1.140000000000000000e+02,-5.726265162229537964e-02,1.176951527595520020e-01,0.000000000000000000e+00,-1.217325702309608459e-01,4.640000000000000000e+02,6.310000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,1.150000000000000000e+02,-1.636075824499130249e-01,6.072856858372688293e-02,0.000000000000000000e+00,-1.217325702309608459e-01,3.790000000000000000e+02,6.230000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,1.160000000000000000e+02,-7.635020464658737183e-02,1.569268852472305298e-01,0.000000000000000000e+00,-1.217325702309608459e-01,3.790000000000000000e+02,6.230000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,1.170000000000000000e+02,-1.636075824499130249e-01,1.442883312702178955e-01,0.000000000000000000e+00,-1.217325702309608459e-01,1.900000000000000000e+02,6.320000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,1.180000000000000000e+02,2.045094780623912811e-02,2.171826958656311035e-01,0.000000000000000000e+00,-1.217325702309608459e-01,1.900000000000000000e+02,6.320000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,1.190000000000000000e+02,-2.535917460918426514e-01,6.492976099252700806e-02,0.000000000000000000e+00,-1.217325702309608459e-01,1.210000000000000000e+02,6.540000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,1.200000000000000000e+02,3.272151574492454529e-02,2.597189843654632568e-01,0.000000000000000000e+00,-1.217325702309608459e-01,1.210000000000000000e+02,6.540000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,1.210000000000000000e+02,-4.908227548003196716e-02,7.837811112403869629e-01,0.000000000000000000e+00,-1.217325702309608459e-01,1.400000000000000000e+02,6.600000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,1.220000000000000000e+02,-1.295226663351058960e-01,8.187636137008666992e-01,0.000000000000000000e+00,-1.217325702309608459e-01,1.800000000000000000e+02,6.400000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,1.230000000000000000e+02,1.813317388296127319e-01,8.088688254356384277e-01,0.000000000000000000e+00,-1.217325702309608459e-01,1.800000000000000000e+02,6.400000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,1.240000000000000000e+02,-1.090717241168022156e-01,8.657299280166625977e-01,0.000000000000000000e+00,-1.217325702309608459e-01,2.290000000000000000e+02,6.310000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,1.250000000000000000e+02,-1.717879623174667358e-01,8.999533057212829590e-01,0.000000000000000000e+00,-1.217325702309608459e-01,2.650000000000000000e+02,6.230000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,1.260000000000000000e+02,3.435759246349334717e-01,8.493424057960510254e-01,0.000000000000000000e+00,-1.217325702309608459e-01,2.650000000000000000e+02,6.230000000000000000e+02,3.000000000000000000e+00
0.000000000000000000e+00,1.270000000000000000e+02,3.299419581890106201e-01,9.013402462005615234e-01,0.000000000000000000e+00,-1.217325702309608459e-01,2.590000000000000000e+02,6.320000000000000000e+02,3.000000000000000000e+00
